train_loss,train_accuracy,epoch,step,test_loss,test_accuracy
4.2459001541137695,0.0013772796373814344,0,0,,
3.4207091331481934,0.7273817658424377,0,1,,
2.7447891235351562,0.7133121490478516,0,2,,
2.127060651779175,0.7410120964050293,0,3,,
1.78260338306427,0.7286878228187561,0,4,,
1.511062502861023,0.7362865805625916,0,5,,
1.3040999174118042,0.7545236349105835,0,6,,
1.2044583559036255,0.7637253403663635,0,7,,
1.1740261316299438,0.764295220375061,0,8,,
1.1702958345413208,0.7612200975418091,0,9,,
1.1434696912765503,0.767002284526825,0,10,,
1.0969698429107666,0.7751947045326233,0,11,,
1.0309723615646362,0.7862248420715332,0,12,,
1.0594513416290283,0.779599666595459,0,13,,
1.0455971956253052,0.7819386720657349,0,14,,
1.0179479122161865,0.7852393984794617,0,15,,
1.0916153192520142,0.7703148722648621,0,16,,
1.049703598022461,0.7766551375389099,0,17,,
1.0122582912445068,0.7800983190536499,0,18,,
1.0664106607437134,0.7680590152740479,0,19,,
0.9630634188652039,0.7850968837738037,0,20,,
1.0114731788635254,0.7679996490478516,0,21,,
0.9157770276069641,0.7858330011367798,0,22,,
0.9711818695068359,0.7690207362174988,0,23,,
0.9828552603721619,0.7624548673629761,0,24,,
0.8600587248802185,0.7919001579284668,0,25,,
0.8789981603622437,0.7845625877380371,0,26,,
0.8443635106086731,0.7922207713127136,0,27,,
0.8750594854354858,0.7844676375389099,0,28,,
0.8338884711265564,0.7954621315002441,0,29,,
0.8378949761390686,0.7935149073600769,0,30,,
0.8527784943580627,0.7893356084823608,0,31,,
0.8117724657058716,0.7990121841430664,0,32,,
0.8520119190216064,0.7879820466041565,0,33,,
0.8408403396606445,0.7897036671638489,0,34,,
0.8369957804679871,0.7895137071609497,0,35,,
0.8030600547790527,0.7970768809318542,0,36,,
0.7924262285232544,0.7992377281188965,0,37,,
0.8220259547233582,0.7910215854644775,0,38,,
0.8380305171012878,0.7857617735862732,0,39,,
0.7568615078926086,0.805055558681488,0,40,,
0.7707550525665283,0.801291823387146,0,41,,
0.7474525570869446,0.806895911693573,0,42,,
0.7307074069976807,0.8095436096191406,0,43,,
0.7434269189834595,0.8053168058395386,0,44,,
0.7847920656204224,0.7919833064079285,0,45,,
0.7891822457313538,0.7905110120773315,0,46,,
0.7215409874916077,0.8077151775360107,0,47,,
0.7342060208320618,0.8043075799942017,0,48,,
0.6821551322937012,0.818104088306427,0,49,,
0.7140362858772278,0.8093298673629761,0,50,,
0.751482367515564,0.7995583415031433,0,51,,
0.6920755505561829,0.8158719539642334,0,52,,
0.7246973514556885,0.8066228032112122,0,53,,
0.658837616443634,0.8250142335891724,0,54,,
0.7073349356651306,0.8141503930091858,0,55,,
0.6423622965812683,0.8308320641517639,0,56,,
0.6907666921615601,0.8190539479255676,0,57,,
0.6634973287582397,0.8274126052856445,0,58,,
0.6669987440109253,0.8266171216964722,0,59,,
0.6695196032524109,0.8258928656578064,0,60,,
0.6528701782226562,0.8308202028274536,0,61,,
0.6625179648399353,0.8280537724494934,0,62,,
0.6464284658432007,0.8337884545326233,0,63,,
