train_loss,train_accuracy,epoch,step
4.207614421844482,0.00390625,0,0
3.316671133041382,0.7252564430236816,0,1
2.477187156677246,0.7353367209434509,0,2
1.8122469186782837,0.7533007264137268,0,3
1.5300185680389404,0.7390411496162415,0,4
1.3094141483306885,0.7529326677322388,0,5
1.228211522102356,0.7557703256607056,0,6
1.1836131811141968,0.7611250877380371,0,7
1.122178316116333,0.7713003754615784,0,8
1.1272004842758179,0.7681777477264404,0,9
1.1500592231750488,0.7632029056549072,0,10
1.1553020477294922,0.7616593837738037,0,11
1.071692705154419,0.7772725224494934,0,12
1.125873327255249,0.7632266283035278,0,13
1.1481742858886719,0.7597953081130981,0,14
1.1171609163284302,0.7654350399971008,0,15
1.0388462543487549,0.7773200273513794,0,16
1.0604689121246338,0.7696499824523926,0,17
1.0994367599487305,0.7554734945297241,0,18
1.1414525508880615,0.7424843311309814,0,19
0.9666662812232971,0.7790653705596924,0,20
0.9937716126441956,0.7685695290565491,0,21
0.934019148349762,0.7779967784881592,0,22
0.9140499830245972,0.7769994139671326,0,23
0.9598312377929688,0.7611369490623474,0,24
0.9022088050842285,0.7729388475418091,0,25
0.8901872038841248,0.7723333239555359,0,26
0.8523368239402771,0.780383288860321,0,27
0.9176189303398132,0.7611013650894165,0,28
0.8879811763763428,0.7697924971580505,0,29
0.8813755512237549,0.7771894335746765,0,30
0.9473940134048462,0.7607333064079285,0,31
0.8267141580581665,0.7932180762290955,0,32
0.8361386060714722,0.7951059341430664,0,33
0.7933042645454407,0.8058035969734192,0,34
0.7846320867538452,0.8081900477409363,0,35
0.7970032095909119,0.8040582537651062,0,36
0.865323543548584,0.7851800322532654,0,37
0.8379471898078918,0.7909978032112122,0,38
0.7808195948600769,0.8063259720802307,0,39
0.7802113890647888,0.80515056848526,0,40
0.7444663047790527,0.8148152828216553,0,41
0.7848542332649231,0.8028234243392944,0,42
0.7587484121322632,0.8065040707588196,0,43
0.7317108511924744,0.8121082186698914,0,44
0.7186877131462097,0.8158957362174988,0,45
0.770343005657196,0.7988696694374084,0,46
0.7448062896728516,0.8045687675476074,0,47
0.7354806065559387,0.8064922094345093,0,48
0.7281011343002319,0.8058985471725464,0,49
0.7623805999755859,0.7972311973571777,0,50
0.7063385248184204,0.8123456835746765,0,51
0.6925585269927979,0.8166674971580505,0,52
0.6714860796928406,0.8233282566070557,0,53
0.7248488068580627,0.8082375526428223,0,54
0.7098868489265442,0.8124050498008728,0,55
0.6523449420928955,0.8280419111251831,0,56
0.6926982998847961,0.8155038952827454,0,57
0.6222400069236755,0.8339546918869019,0,58
0.7119752168655396,0.8107665181159973,0,59
0.6787928938865662,0.8196238875389099,0,60
0.655535876750946,0.8284336924552917,0,61
0.6413351893424988,0.8333728909492493,0,62
0.6382988691329956,0.8338122367858887,0,63
0.6845372915267944,0.8212148547172546,0,64
0.6656054258346558,0.8288848996162415,0,65
0.6303843855857849,0.8391194939613342,0,66
0.5865430235862732,0.8499715328216553,0,67
0.6552339196205139,0.8326011896133423,0,68
0.6296231150627136,0.8389651775360107,0,69
0.649355947971344,0.8332898020744324,0,70
0.5938928127288818,0.8477631211280823,0,71
0.6252890229225159,0.8376709818840027,0,72
0.5831263065338135,0.8502683639526367,0,73
0.6062119007110596,0.8455191254615784,0,74
0.5965983271598816,0.8462077379226685,0,75
0.5875682830810547,0.8490810394287109,0,76
0.6078891158103943,0.8418384194374084,0,77
0.643521785736084,0.8318056464195251,0,78
0.5706971287727356,0.8519662022590637,0,79
0.6026963591575623,0.8431444764137268,0,80
0.5789117217063904,0.8487367033958435,0,81
0.5578659772872925,0.8541033267974854,0,82
0.5865856409072876,0.8442249298095703,0,83
0.5356714129447937,0.8591969013214111,0,84
0.5286053419113159,0.8599568009376526,0,85
0.537755012512207,0.855979323387146,0,86
0.5573614239692688,0.8507195115089417,0,87
0.564191460609436,0.8484161496162415,0,88
0.5693020224571228,0.8472288250923157,0,89
0.5689339637756348,0.8472763299942017,0,90
0.4891558289527893,0.8692178130149841,0,91
0.48738691210746765,0.8690515756607056,0,92
0.5770883560180664,0.8438805937767029,0,93
0.5128133296966553,0.862462043762207,0,94
0.5031963586807251,0.865074098110199,0,95
0.540661096572876,0.8525123596191406,0,96
0.5400400161743164,0.8521561622619629,0,97
0.5239778757095337,0.8589712977409363,0,98
0.539666473865509,0.8543407917022705,0,99
0.47332295775413513,0.8721386194229126,0,100
0.5084449648857117,0.8621177077293396,0,101
0.5126203894615173,0.8609066605567932,0,102
0.5345777869224548,0.8544358015060425,0,103
0.4703536927700043,0.872423529624939,0,104
0.5059359073638916,0.8621177077293396,0,105
0.5150997042655945,0.858092725276947,0,106
0.4901732802391052,0.8648247718811035,0,107
0.5234173536300659,0.8565136194229126,0,108
0.4995129108428955,0.863423764705658,0,109
0.5218541026115417,0.8578077554702759,0,110
0.47950878739356995,0.8679592609405518,0,111
0.5103829503059387,0.8595530986785889,0,112
0.44363468885421753,0.8782888650894165,0,113
0.48914939165115356,0.8652165532112122,0,114
0.47358614206314087,0.8689566254615784,0,115
0.5180867910385132,0.8553025126457214,0,116
0.4745917022228241,0.8697283267974854,0,117
0.47104981541633606,0.8691940903663635,0,118
0.4770852327346802,0.8671281337738037,0,119
0.42714446783065796,0.8832874298095703,0,120
