train_loss,train_accuracy,epoch,step,test_loss,test_accuracy
4.391592502593994,0.006858438719063997,0,0,,
3.6694602966308594,0.6252340078353882,0,1,,
3.1360886096954346,0.6039746403694153,0,2,,
2.614738702774048,0.6498490571975708,0,3,,
2.260674238204956,0.655259907245636,1,4,,
2.0287680625915527,0.6543778777122498,1,5,,
1.93418550491333,0.647015392780304,1,6,,
1.8188776969909668,0.6529874801635742,1,7,,
1.7586960792541504,0.6523797512054443,2,8,,
1.6571773290634155,0.6646565198898315,2,9,,
1.6679298877716064,0.6585541367530823,2,10,,
1.5340124368667603,0.6835173964500427,2,11,,
1.6098392009735107,0.6586081385612488,3,12,,
1.5462170839309692,0.6695348620414734,3,13,,
1.4916250705718994,0.6709029078483582,3,14,,
1.466593623161316,0.6660972833633423,3,15,,
1.5301430225372314,0.642047107219696,4,16,,
1.3197696208953857,0.6870319843292236,4,17,,
1.3912620544433594,0.6615963578224182,4,18,,
1.3540951013565063,0.6682623624801636,4,19,,
,,4,20,1.3369905948638916,0.6697134971618652
