train_loss,train_accuracy,epoch,step,test_loss,test_accuracy
4.40442419052124,0.0020540463738143444,0,0,,
3.508021116256714,0.7423537373542786,0,1,,
2.7973437309265137,0.7214095592498779,0,2,,
2.1656980514526367,0.7353129982948303,0,3,,
1.7787232398986816,0.7269899249076843,0,4,,
1.4354676008224487,0.7471029758453369,0,5,,
1.2785543203353882,0.7536569237709045,0,6,,
1.2114733457565308,0.75827556848526,0,7,,
1.1572295427322388,0.7656131386756897,0,8,,
1.1438124179840088,0.765720009803772,0,9,,
1.1635539531707764,0.7612913250923157,0,10,,
1.1130684614181519,0.7707304358482361,0,11,,
1.09578275680542,0.7762157917022705,0,12,,
1.1272766590118408,0.7699705362319946,0,13,,
1.0433430671691895,0.7885400652885437,0,14,,
1.0886889696121216,0.7779255509376526,0,15,,
1.0320595502853394,0.7868422269821167,0,16,,
1.000836730003357,0.7966019511222839,0,17,,
1.079156517982483,0.7779611349105835,0,18,,
1.0211042165756226,0.7859161496162415,0,19,,
1.0248585939407349,0.7798014879226685,0,20,,
1.044219732284546,0.7726657390594482,0,21,,
0.975079357624054,0.7810243964195251,0,22,,
0.9769543409347534,0.7749810218811035,0,23,,
0.9161830544471741,0.7835296392440796,0,24,,
0.9284504652023315,0.77688068151474,0,25,,
0.9065525531768799,0.7774031162261963,0,26,,
0.9150599241256714,0.771692156791687,0,27,,
0.9024741649627686,0.7732950448989868,0,28,,
0.8793299794197083,0.776061475276947,0,29,,
0.8657271265983582,0.7818199396133423,0,30,,
0.8887121081352234,0.7769638299942017,0,31,,
0.8290757536888123,0.7943223118782043,0,32,,
0.8383439183235168,0.7928618788719177,0,33,,
0.8490852117538452,0.7902379631996155,0,34,,
0.8312828540802002,0.7952128052711487,0,35,,
0.8495081663131714,0.791175901889801,0,36,,
0.8611693382263184,0.7883620262145996,0,37,,
0.76844322681427,0.8106834292411804,0,38,,
0.8177148699760437,0.7977179884910583,0,39,,
0.7825354337692261,0.8054117560386658,0,40,,
0.8095124363899231,0.7963051199913025,0,41,,
0.7670113444328308,0.8070621490478516,0,42,,
0.7736263275146484,0.8023841381072998,0,43,,
0.790016233921051,0.7967206835746765,0,44,,
0.8297894597053528,0.7840876579284668,0,45,,
0.7530901432037354,0.8044263124465942,0,46,,
0.7981342077255249,0.7896324396133423,0,47,,
0.7579452991485596,0.7990596890449524,0,48,,
0.7378658056259155,0.8048893809318542,0,49,,
0.7192582488059998,0.8100304007530212,0,50,,
