train_loss,train_accuracy,epoch,step
1.0293890237808228,0.5992943644523621,11,45
1.0419632196426392,0.7167338728904724,11,46
1.0191848278045654,0.7070753574371338,11,47
1.0499695539474487,0.6964465975761414,12,48
0.9900237917900085,0.5457409024238586,12,49
1.0080872774124146,0.6532077789306641,12,50
0.9694498181343079,0.7290640473365784,12,51
0.9953262805938721,0.7040070295333862,13,52
0.9992815852165222,0.7162298560142517,13,53
0.9218146800994873,0.5575856566429138,13,54
0.9666757583618164,0.5527570247650146,13,55
0.9319113492965698,0.5475590229034424,14,56
0.9711909890174866,0.7172378897666931,14,57
0.9095344543457031,0.6125072240829468,14,58
0.9437735080718994,0.5408191680908203,14,59
0.9478963613510132,0.7030349969863892,15,60
0.8870043754577637,0.7349330186843872,15,61
0.9107221364974976,0.661686360836029,15,62
0.8902069330215454,0.5461028218269348,15,63
0.8941389322280884,0.5578917264938354,16,64
0.9099209904670715,0.6587881445884705,16,65
0.8894263505935669,0.7257524728775024,16,66
0.8288694024085999,0.49030670523643494,16,67
0.8612063527107239,0.6740171313285828,17,68
0.860817015171051,0.539602518081665,17,69
0.8375272750854492,0.6165754795074463,17,70
0.8658125996589661,0.7262831926345825,17,71
0.8425043821334839,0.7361571192741394,18,72
0.8048669695854187,0.7295687198638916,18,73
0.8635511994361877,0.6629824042320251,18,74
0.814729630947113,0.5707929730415344,18,75
0.8191677331924438,0.7367151379585266,19,76
0.7841257452964783,0.5448768734931946,19,77
0.8141078948974609,0.6715329885482788,19,78
0.8204547166824341,0.7171658873558044,19,79
0.7826321721076965,0.7447256445884705,20,80
0.7642695903778076,0.6843857765197754,20,81
0.7482214570045471,0.5812932252883911,20,82
0.8624135255813599,0.6974614858627319,20,83
0.7650609612464905,0.6204997301101685,21,84
0.7781757116317749,0.7219722270965576,21,85
0.7493647336959839,0.6805695295333862,21,86
0.7785146832466125,0.7301167845726013,21,87
0.7451589107513428,0.7235382795333862,22,88
0.7771286964416504,0.734050989151001,22,89
0.722719669342041,0.6884000301361084,22,90
0.7492484450340271,0.5606626272201538,22,91
0.7501624226570129,0.7389112710952759,23,92
0.7071073055267334,0.5719326138496399,23,93
0.7303311228752136,0.572904646396637,23,94
0.7351999282836914,0.614452600479126,23,95
0.7547094225883484,0.608942985534668,24,96
0.7021402716636658,0.578125,24,97
0.7137665152549744,0.7416654825210571,24,98
0.682171642780304,0.7377244830131531,24,99
0.6975882649421692,0.683701753616333,25,100
0.7133530378341675,0.7252303957939148,25,101
0.6719011068344116,0.5755868554115295,25,102
0.710430383682251,0.7406245470046997,25,103
0.7142676711082458,0.5554795265197754,26,104
0.6571098566055298,0.7373812198638916,26,105
0.6684650182723999,0.6204097270965576,26,106
0.6942721009254456,0.7349833250045776,26,107
0.6490513682365417,0.5862795114517212,27,108
0.6631231904029846,0.627808153629303,27,109
0.6847472190856934,0.7144837379455566,27,110
0.6796610951423645,0.7477554678916931,27,111
0.655017614364624,0.7548962831497192,28,112
0.6643853783607483,0.5687283873558044,28,113
0.6564133167266846,0.6933503746986389,28,114
0.6462953090667725,0.7270578742027283,28,115
0.6640197038650513,0.7519981265068054,29,116
0.6363329887390137,0.7335649728775024,29,117
0.6358569264411926,0.5707985162734985,29,118
0.6349981427192688,0.585293173789978,29,119
0.6179713010787964,0.5745967626571655,30,120
0.6438348293304443,0.7531682252883911,30,121
0.6550859808921814,0.6801915168762207,30,122
0.6035956740379333,0.7279120087623596,30,123
0.6394857168197632,0.752808153629303,31,124
0.6013976335525513,0.5715005993843079,31,125
0.6240156888961792,0.7119275331497192,31,126
0.6109148859977722,0.5678730607032776,31,127
0.5906506180763245,0.5955141186714172,32,128
0.6129933595657349,0.5708165168762207,32,129
0.6255788207054138,0.7131876349449158,32,130
0.6027412414550781,0.7434252500534058,32,131
0.6477575302124023,0.7006948590278625,33,132
0.5959858894348145,0.5694664716720581,33,133
0.5761424899101257,0.7630148530006409,33,134
0.5682525038719177,0.5611194968223572,33,135
0.5899451971054077,0.7398653626441956,34,136
0.5893385410308838,0.6915322542190552,34,137
0.6084070801734924,0.7263644933700562,34,138
0.5591506361961365,0.5523796677589417,34,139
0.6212473511695862,0.745985746383667,35,140
0.5612234473228455,0.5665502548217773,35,141
0.5619689226150513,0.6439192295074463,35,142
0.5645897388458252,0.5646353363990784,35,143
0.5365846157073975,0.7325748801231384,36,144
0.5632174015045166,0.5649121403694153,36,145
0.5979126691818237,0.667212724685669,36,146
0.5742810368537903,0.732361376285553,36,147
0.5610859990119934,0.7376872301101685,37,148
0.5709167122840881,0.737525224685669,37,149
0.5561563968658447,0.5929759740829468,37,150
0.5463203191757202,0.6762077212333679,37,151
0.569065272808075,0.5809871554374695,38,152
0.5494779348373413,0.7448516488075256,38,153
0.5414198637008667,0.6788954734802246,38,154
0.5399132370948792,0.7231249213218689,38,155
0.5160799026489258,0.584515392780304,39,156
0.5568907260894775,0.67308109998703,39,157
0.5325286388397217,0.7289566397666931,39,158
0.5632102489471436,0.735559344291687,39,159
0.5325315594673157,0.723970353603363,40,160
0.520043134689331,0.622407853603363,40,161
0.5363510847091675,0.7396133542060852,40,162
0.545379638671875,0.5842602849006653,40,163
0.54012131690979,0.6137492656707764,41,164
0.5202720761299133,0.6783913969993591,41,165
