train_loss,train_accuracy,epoch,step
4.485394477844238,0.005256336182355881,0,0
3.7569735050201416,0.48039674758911133,0,1
3.108341693878174,0.6280602216720581,0,2
2.6382787227630615,0.46718576550483704,0,3
2.273948907852173,0.6195456385612488,1,4
1.9777588844299316,0.520629346370697,1,5
1.942990779876709,0.6088709831237793,1,6
1.6655547618865967,0.6320713758468628,1,7
1.5730140209197998,0.5895377397537231,2,8
1.667921543121338,0.6169534921646118,2,9
1.7523667812347412,0.6239919066429138,2,10
1.605015516281128,0.6523717045783997,2,11
1.561113715171814,0.6613443493843079,3,12
1.5960874557495117,0.5085505247116089,3,13
1.471668004989624,0.5174071192741394,3,14
1.5387283563613892,0.6542984247207642,3,15
1.5355961322784424,0.6502196192741394,4,16
1.4126391410827637,0.6455573439598083,4,17
1.3364061117172241,0.523005485534668,4,18
1.3819154500961304,0.6663157343864441,4,19
1.3876124620437622,0.6486715078353882,5,20
1.2774393558502197,0.6421191096305847,5,21
1.2673346996307373,0.6879860162734985,5,22
1.3307310342788696,0.5179564952850342,5,23
1.2581899166107178,0.5294858813285828,6,24
1.3467226028442383,0.660480260848999,6,25
1.2583366632461548,0.6748992204666138,6,26
1.1633769273757935,0.5995749235153198,6,27
1.1951802968978882,0.4942396283149719,7,28
1.1563242673873901,0.711261510848999,7,29
1.2196861505508423,0.5304039716720581,7,30
1.2514597177505493,0.6701295375823975,7,31
1.2183541059494019,0.5696824789047241,8,32
1.1829118728637695,0.6358907222747803,8,33
1.1259052753448486,0.5384504795074463,8,34
1.116317629814148,0.7151200175285339,8,35
1.1256643533706665,0.51441890001297,9,36
1.112156867980957,0.6506876349449158,9,37
1.0891532897949219,0.70433109998703,9,38
1.1554656028747559,0.699745774269104,9,39
1.0539472103118896,0.5360022783279419,10,40
1.1922496557235718,0.6725950241088867,10,41
1.061971664428711,0.5333381295204163,10,42
1.0025084018707275,0.7320038080215454,10,43
1.072142481803894,0.5347062349319458,11,44
